date,Before Translation,Review,Author,Location,Before Pronoun Resolution,Brand,Flavour,No of Ratings,Price,Product Rating,Review Rating,Review Title,Root,SKU,Source
2019-03-16 00:00:00+00:00,,melts in your mouth and not so gummy. good for babies.,Ryan,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2021-07-18 00:00:00+00:00,,The flavor is great and fresh. texture is soft Just an all around great snack. My husband loves these.,Gabygert,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-12-17 00:00:00+00:00,,"These larger boxes of bunnies always seem to have the problem where the bunnies are sticky; therefore, causing them to all be stuck in one large clump.",Ashleigh W,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-07-31 00:00:00+00:00,,Great,Amazon Customer,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2019-02-03 00:00:00+00:00,,Kids love these!,Rpapa,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2019-09-16 00:00:00+00:00,,So delicious! Love that they're all natural with no perservitives.  WE LOVE THEM n enrolled in auto shipping! Once a month may not be enough 😊😊,Marklyn,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-04-16 00:00:00+00:00,,These are delicious! We always keep them stocked in the “snack drawer.”,Bo Mann,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2021-04-26 00:00:00+00:00,,"typically, I like Annie's products but some of the flavors were very sticky.",M. lahaise,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,3,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-12-07 00:00:00+00:00,,Taste great and shipped on time,Samantha Carter,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-07-25 00:00:00+00:00,,love it,WOLF333,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-12-06 00:00:00+00:00,,A+,Elizabeth Sexton,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-11-22 00:00:00+00:00,,Gummies are sooooo sticky. Looks like the packages came completely melted.,Kristin Verhorevoort,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2016-08-18 00:00:00+00:00,,"I personally really liked these! They are different than your typical fruit ""gummy"" snacks, though. They are more moist and little more sticky, but otherwise, great taste and texture! Advertised as USDA Organic, made with real fruit juice, non GMO, no fake colors, artificial flavors, or preservatives. 11g sugar and 70 cal per pouch. 100% vitamin C based on 2,000 cal/day diet",CattInTheHat,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-10-03 00:00:00+00:00,,Love Annie's fruit snacks! Organic and tasty,Spoodle,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2019-10-02 00:00:00+00:00,,"This is great, I won’t lie. I ordered it twice, however, BOTH times this candy was shipped to me as if the delivery truck it was on was a heater. The candy would be sticky, melting on to one another. This is definitely a great, organic candy (NO GELATIN IS IN THIS PRODUCT), but I would only buy it again if I am to receive the product in good condition. The quality doesn’t effect the taste whatsoever, though I’d still rather it not be in that state upon arrival.",Imani Davon,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,2,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2019-04-21 00:00:00+00:00,,Annie’s has always been my favorite fruit snacks - This pack is an awesome deal. I just have to make my husband hide them so I don’t eat all 24 in one sitting ;),Rosemary C.,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-10-23 00:00:00+00:00,,thank you daughter loves them...,Walter W. Douglas,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-11-23 00:00:00+00:00,,These were all melted/stuck together:(,Theo,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-04-02 00:00:00+00:00,,"My kids love these, though my dentist would not like to hear that.

We give these as a reward for our kiddos, and occasionally as a special treat.  Else, we try not to overdo gummies because they're bad for teeth.  The kids love them.  It's fun to choose a color (4 flavors in this multipack), and the portions are small enough that I don't have to feel super guilty as a parent.  I think the ""organic"" part makes me feel better, too.",Alicia Z.,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2016-11-29 00:00:00+00:00,,I had to stop buying these for my kids because I eat them all.,Lou Buono Jr,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2016-08-31 00:00:00+00:00,,My kids 2.5 and 3.5 year old daughters love these and we eat them as special treats. They're still candy in my eyes but I feel a little better about giving them to my kids occasionally compared to other fruit snack products,Kelly Lessa,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-08-10 00:00:00+00:00,,Happy to pack these up for my kids as a snack in their lunch bags.,broom9,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-11-10 00:00:00+00:00,,These are a favorite.,Scott O'Neal,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-02-26 00:00:00+00:00,,"These all natural fruit snacks have a great texture, not gummy like some with high fructose corn syrup. The flavor is great, not just sugary and I don't worry about artificial flavors or coloring.",Lori,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2020-04-06 00:00:00+00:00,,"Kiddos aren't crazy about these compared to Motta, but I knew that when I purchased.  I was surprised at how small this box was.  Definitely wasn't an amazing deal.  I paid about $10 and Costco sells a much larger box for about the same.",Amazon Customer,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,3,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-05-22 00:00:00+00:00,,"So yummy! Perfect sharing box, or for school lunches! And vegan too!",Joani M,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-04-05 00:00:00+00:00,,"These are yummy fruit snacks for our vegan employees. We go through about a box of these every two weeks.
plus, they are so cute!",KelseyCoCa,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-02-23 00:00:00+00:00,,"eh, so so, there are better.",AngPu,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,3,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2019-07-18 00:00:00+00:00,,This is a great product if you watch what you child is eating. Great price on this variety pack.,Chanelle O,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2021-06-17 00:00:00+00:00,,"My granddaughter loves these!
😊
So does her Mimi!",Mimi,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-09-09 00:00:00+00:00,,Love these fruit snacks!,C. Babin,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2016-09-25 00:00:00+00:00,,My children are gummie snack critics so the verdict for them was that this is officially a good product. I like that these are about as healthy as you can get as far as gummies are concerned. Will stick with this brand from now on.,DCS,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2016-08-25 00:00:00+00:00,,great transaction recommended,DecorDave,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-08-22 00:00:00+00:00,,Way too sweet!,MGBer,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,2,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-08-18 00:00:00+00:00,,I had these and another well known brand of fruit snacks and my boys (2&5) asked for these by name and refused to accept the other ones until they had consumed all of the Annie's. I am happy with them and will be buying these again,Jon Campbell,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2016-10-20 00:00:00+00:00,,I am addicted to these delicious little bunnies !!!,MG,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-07-05 00:00:00+00:00,,These fruit snacks are like bitting into the fruits they represent. The best fruit snacks I have ever had!,a4skyy,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-11-29 00:00:00+00:00,,The kids love this in their lunches.,Richter,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2019-05-10 00:00:00+00:00,,"I've been getting these monthly for about a year now. Never stale, always consistently good taste. I use them as a snack when I cycle for a quick pick me up.  I wish each packet had about 20% of the bunnies in them.",Stan Watson,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2021-02-28 00:00:00+00:00,,I eat these so as an adult I like to eat a few packs at once.  Glad to have a larger box option.  The only downfall is they are so moist and sticky.  I just wash my hands after eating but I can imagine kids running around with sticky fingers.,Redboxredhead,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-01-15 00:00:00+00:00,,"I purchased this product on Amazon and loved it, then went to Costo and purchased it thinking it was the same (it should be) and found that the ingredients were different.  The Costco product tastes different, sweeter and stickier.  Whereas the Amazon product lists Organic Pear Juice as its second ingredient, the Costco product has no Organic Pear juice.  It lists (in order): Organic Tapioca Syrup, Organic Cane Sugar, Organic Tapioca Syrup Solids and then, Organic White Grape Juice Concentrate.  Contacted the company (twice) and was mailed a coupon for a free product.  This is very deceiving, are they manufacturing the same product with different formulas for different retailers?  Did they change the product formula?  A company such as Annie's should do better than this and should definitely have better customer relations.  Buy at Amazon, even if the price is higher.  Shame on you Annie's.",Amazon Customer,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,3,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-07-19 00:00:00+00:00,,"These are average at best. Flavors are not very good, won't be purchasing again.",Dan,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,2,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2021-01-06 00:00:00+00:00,,They don't have the same chew as normal gummies and are a bit oily/sticky to hold. Not my preferred gummies unfortunately.,SC,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,3,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2019-09-22 00:00:00+00:00,,Kids love them for snacks!,Anita B.,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2017-03-09 00:00:00+00:00,,"My mom loves gummies but doesn't love all the junk that's in most of them. As a surprise I wanted to get her some to enjoy. These fit the bill and I wasn't sure which kind she liked so a variety box worked well.

She said they arrived with issue and ate the box in about 3 days lol.",Summer,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2019-07-20 00:00:00+00:00,,We love multi packs of Annie's for lunches and quick snacks,Italksalot2u,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,5,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2021-04-22 00:00:00+00:00,,"Great flavors, good ingredients but a little expensive. I guess not too bad for what it is and compared to other brands. Will buy again.",Rochelle,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,4,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
2018-09-26 00:00:00+00:00,,Disgusting.,MDR,,,Annies,Flavor: fruit snacks 24 ct,,,4.5,1,,https://www.amazon.com/Annies-Organic-Snacks-Variety-Pouches/product-reviews/B003V5V5J6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Annie's Organic Bunny Fruit Snacks, Variety Pack, Gluten Free, Vegan, 24 ct",Amazon
